Year,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes)
2014,603,N731SA,TPA,18:15,18:12,135,129,-3,18:20,8,0,0,0,0,0
2014,607,N764SW,SAN,11:10,11:12,190,186,2,11:23,11,0,0,0,0,0
2014,622,N376SW,DEN,7:25,7:34,135,127,9,7:44,10,0,0,0,0,0
2014,647,N356SW,PHX,12:25,12:51,155,146,26,13:01,10,0,0,0,0,17
2014,670,N942WN,HOU,16:10,16:13,50,110,3,17:28,75,0,0,63,0,0
2014,680,N619SW,LAX,19:50,20:24,205,209,34,20:32,8,3,0,4,0,31
2014,681,N353SW,DAL,8:45,8:40,60,63,-5,9:02,22,0,0,0,0,0
2014,694,N366SW,PHX,6:35,0:00,160,0,0,0:00,0,0,0,0,0,0
2014,713,N225WN,PHX,13:55,14:02,160,148,7,14:11,9,0,0,0,0,0
2014,718,N944WN,HOU,6:10,6:11,50,0,1,6:39,28,0,0,0,0,0
2014,791,N401WN,OAK,12:30,13:08,235,238,38,13:18,10,9,0,3,0,29
2014,816,N607SW,HOU,19:05,19:03,50,41,-2,19:10,7,0,0,0,0,0
2014,818,N7730A,DAL,14:45,14:52,60,53,7,15:04,12,0,0,0,0,0
2014,893,N744SW,MDW,6:00,6:17,155,155,17,6:46,29,17,0,0,0,0
2014,904,N954WN,DEN,19:00,19:20,135,130,20,19:30,10,1,0,0,0,14
2014,920,N420WN,BNA,16:05,16:17,115,108,12,16:27,10,0,0,0,0,0
2014,1017,N949WN,DAL,7:05,7:01,55,66,-4,7:25,24,0,0,0,0,0
2014,1075,N282WN,BNA,12:10,12:35,110,108,25,12:45,10,15,0,0,0,8
2014,1330,N522SW,HOU,10:15,0:00,50,0,0,0:00,0,0,0,0,0,0
2014,1338,N957WN,SJC,6:30,6:28,235,242,-2,6:43,15,0,0,0,0,0
2014,1514,N618WN,DAL,17:20,17:19,55,54,-1,17:29,10,0,0,0,0,0
2014,1793,N275WN,LBB,13:25,13:23,75,66,-2,13:34,11,0,0,0,0,0
2014,1796,N240WN,FLL,15:00,15:03,155,148,3,15:15,12,0,0,0,0,0
2014,1815,N656SW,DEN,15:20,15:27,135,131,7,15:39,12,0,0,0,0,0
2014,1984,N526SW,DAL,10:50,10:51,55,53,1,11:03,12,0,0,0,0,0
2014,1987,N961WN,LAS,19:50,20:16,185,177,26,20:24,8,6,0,0,0,12
2014,2019,N8322X,MCO,16:00,15:58,140,149,-2,16:10,12,0,0,0,0,0
2014,2166,N523SW,ELP,12:40,12:55,100,84,15,13:03,8,0,0,0,0,0
2014,2583,N743SW,BWI,11:10,11:19,175,164,9,11:30,11,0,0,0,0,0
2014,3148,N268WN,MDW,17:55,18:01,150,139,6,18:09,8,0,0,0,0,0
2014,3221,N700GS,DAL,19:00,19:05,55,49,5,19:13,8,0,0,0,0,0
2014,3504,N966WN,LAS,14:10,14:17,180,190,7,14:30,13,0,0,12,0,5
2014,3650,N528SW,HRL,17:55,17:58,60,63,3,18:07,9,0,0,0,0,0
2014,3922,N230WN,DAL,16:15,16:15,60,61,0,16:26,11,0,0,0,0,0
2014,4280,N423WN,DAL,9:35,9:32,55,55,-3,9:44,12,0,0,0,0,0
2014,4452,N515SW,DAL,6:00,0:00,55,0,0,0:00,0,0,0,0,0,0
2014,4645,N508SW,ELP,17:00,17:21,105,91,21,17:29,8,0,0,0,0,0
2014,4678,N642WN,ATL,18:15,18:23,125,119,8,18:32,9,0,0,0,0,0
2014,4897,N229WN,ATL,6:50,7:08,125,122,18,7:20,12,15,0,0,0,0
2014,40,N621SW,SJC,19:00,19:06,240,235,6,19:15,9,0,0,0,0,0
2014,108,N521SW,DAL,20:00,20:07,55,49,7,20:17,10,0,0,0,0,0
2014,144,N8324A,SAN,20:50,20:44,205,186,-6,20:55,11,0,0,0,0,0
2014,146,N349SW,MSY,12:30,12:27,80,70,-3,12:37,10,0,0,0,0,0
2014,224,N8324A,DCA,12:30,12:34,175,181,4,12:44,10,0,0,0,0,0
2014,263,N251WN,EWR,10:45,10:40,210,195,-5,10:49,9,0,0,0,0,0
2014,293,N386SW,LAS,7:35,7:33,185,185,-2,7:44,11,0,0,0,0,0
2014,387,N355SW,BWI,16:15,16:43,180,176,28,16:53,10,9,0,0,0,15
2014,480,N207WN,DAL,12:00,11:57,55,54,-3,12:06,9,0,0,0,0,0
2014,511,N248WN,PHX,18:25,18:36,160,154,11,18:45,9,0,0,0,0,0
2014,549,N922WN,DAL,13:30,13:24,55,50,-6,13:31,7,0,0,0,0,0
2014,592,N298WN,LAX,7:20,7:35,205,204,15,7:45,10,0,0,0,0,0
2014,603,N413WN,TPA,18:15,18:30,135,126,15,18:40,10,0,0,0,0,0
2014,607,N700GS,SAN,11:10,11:12,190,186,2,11:23,11,0,0,0,0,0
2014,622,N250WN,DEN,7:25,7:26,135,130,1,7:36,10,0,0,0,0,0
2014,647,N935WN,PHX,12:25,13:39,155,146,74,13:48,9,6,0,0,0,59
2014,670,N724SW,HOU,16:10,16:20,50,49,10,16:30,10,0,0,0,0,0
2014,680,N602SW,LAX,19:50,20:02,205,206,12,20:11,9,0,0,0,0,0
2014,681,N651SW,DAL,8:45,8:46,60,54,1,8:56,10,0,0,0,0,0
2014,694,N616SW,PHX,6:35,6:34,160,153,-1,6:45,11,0,0,0,0,0
2014,713,N200WN,PHX,13:55,14:05,160,152,10,14:13,8,0,0,0,0,0
2014,718,N274WN,HOU,6:10,6:10,50,47,0,6:21,11,0,0,0,0,0
2014,791,N723SW,OAK,12:30,12:41,235,235,11,12:51,10,0,0,0,0,0
2014,816,N773SA,HOU,19:05,19:12,50,55,7,19:29,17,0,0,0,0,0
2014,818,N210WN,DAL,14:45,14:45,60,48,0,14:52,7,0,0,0,0,0
2014,893,N918WN,MDW,6:00,6:01,155,171,1,6:12,11,0,0,17,0,0
2014,904,N795SW,DEN,19:00,20:21,135,132,81,20:33,12,1,0,0,0,77
2014,920,N455WN,BNA,16:05,16:25,115,110,20,16:34,9,7,0,0,0,8
2014,1017,N737JW,DAL,7:05,7:02,55,54,-3,7:14,12,0,0,0,0,0
2014,1075,N7721E,BNA,12:10,12:41,110,115,31,12:49,8,10,0,5,0,21
2014,1330,N515SW,HOU,10:15,10:14,50,43,-1,10:21,7,0,0,0,0,0
2014,1338,N484WN,SJC,6:30,6:28,235,245,-2,6:38,10,0,0,0,0,0
2014,1514,N472WN,DAL,17:20,17:18,55,50,-2,17:26,8,0,0,0,0,0
2014,1793,N748SW,LBB,13:25,13:22,75,71,-3,13:34,12,0,0,0,0,0
2014,1796,N287WN,FLL,15:00,15:04,155,149,4,15:12,8,0,0,0,0,0
2014,1815,N7746C,DEN,15:20,16:12,135,137,52,16:24,12,4,0,2,0,48
2014,1984,N527SW,DAL,10:50,10:48,55,55,-2,10:58,10,0,0,0,0,0
2014,1987,N926WN,LAS,19:50,19:56,185,183,6,20:07,11,0,0,0,0,0
2014,2019,N8325D,MCO,16:00,16:14,140,144,14,16:24,10,14,0,4,0,0
2014,2166,N522SW,ELP,12:40,12:38,100,88,-2,12:46,8,0,0,0,0,0
2014,2583,N490WN,BWI,11:10,11:10,175,169,0,11:17,7,0,0,0,0,0
2014,3148,N285WN,MDW,17:55,18:00,150,145,5,18:09,9,0,0,0,0,0
2014,3221,N444WN,DAL,19:00,19:00,55,55,0,19:17,17,0,0,0,0,0
2014,3504,N453WN,LAS,14:10,14:12,180,184,2,14:23,11,0,0,0,0,0
2014,3650,N525SW,HRL,17:55,18:01,60,62,6,18:12,11,0,0,0,0,0
2014,3922,N408WN,DAL,16:15,16:55,60,49,40,17:03,8,0,0,0,0,29
2014,4280,N376SW,DAL,9:35,9:34,55,54,-1,9:43,9,0,0,0,0,0
2014,4452,N649SW,DAL,6:00,5:56,55,50,-4,6:03,7,0,0,0,0,0
2014,4645,N514SW,ELP,17:00,16:58,105,96,-2,17:10,12,0,0,0,0,0
2014,4678,N647SW,ATL,18:15,18:15,125,120,0,18:22,7,0,0,0,0,0
2014,4897,N742SW,ATL,6:50,6:49,125,124,-1,7:03,14,0,0,0,0,0
2014,40,N601WN,SJC,19:00,19:17,240,245,17,19:28,11,3,0,5,0,14
2014,108,N345SA,DAL,20:00,19:57,55,50,-3,20:07,10,0,0,0,0,0
2014,144,N8324A,SAN,20:50,20:49,205,196,-1,20:58,9,0,0,0,0,0
2014,146,N694SW,MSY,12:30,12:32,80,76,2,12:43,11,0,0,0,0,0
2014,224,N8324A,DCA,12:30,12:29,175,175,-1,12:38,9,0,0,0,0,0
2014,263,N645SW,EWR,10:45,10:42,210,199,-3,10:55,13,0,0,0,0,0
2014,293,N654SW,LAS,7:35,7:32,185,183,-3,7:45,13,0,0,0,0,0
2014,387,N356SW,BWI,16:15,16:25,180,184,10,16:35,10,0,0,0,0,0
2014,480,N638SW,DAL,12:00,11:57,55,55,-3,12:07,10,0,0,0,0,0
2014,511,N250WN,PHX,18:25,18:49,160,160,24,19:04,15,16,0,0,0,8
2014,549,N472WN,DAL,13:30,13:26,55,56,-4,13:41,15,0,0,0,0,0
2014,592,N283WN,LAX,7:20,7:17,205,216,-3,7:31,14,0,0,0,0,0
2014,603,N487WN,TPA,18:15,18:16,135,134,1,18:35,19,0,0,0,0,0
2014,607,N919WN,SAN,11:10,11:06,190,199,-4,11:21,15,0,0,0,0,0
2014,622,N444WN,DEN,7:25,7:23,135,145,-2,7:34,11,0,0,0,0,0
2014,647,N663SW,PHX,12:25,12:37,155,149,12,12:48,11,0,0,0,0,0
2014,670,N783SW,HOU,16:10,17:00,50,64,50,17:27,27,9,0,14,0,41
2014,680,N730SW,LAX,19:50,20:53,205,210,63,21:04,11,19,0,5,0,44
2014,681,N288WN,DAL,8:45,8:47,60,51,2,8:57,10,0,0,0,0,0
2014,694,N907WN,PHX,6:35,6:35,160,152,0,6:45,10,0,0,0,0,0
2014,713,N758SW,PHX,13:55,14:04,160,151,9,14:13,9,0,0,0,0,0
2014,718,N706SW,HOU,6:10,6:09,50,49,-1,6:20,11,0,0,0,0,0
2014,791,N265WN,OAK,12:30,12:46,235,248,16,13:00,14,12,0,13,0,4
2014,816,N392SW,HOU,19:05,19:11,50,50,6,19:20,9,0,0,0,0,0
2014,818,N485WN,DAL,14:45,14:50,60,56,5,14:59,9,0,0,0,0,0
2014,893,N967WN,MDW,6:00,5:56,155,140,-4,6:04,8,0,0,0,0,0
2014,904,N465WN,DEN,19:00,19:39,135,146,39,19:48,9,8,0,11,0,31
2014,920,N453WN,BNA,16:05,16:15,115,118,10,16:26,11,0,0,0,0,0
2014,1017,N7724A,DAL,7:05,7:02,55,61,-3,7:12,10,0,0,0,0,0
2014,1075,N904WN,BNA,12:10,12:10,110,119,0,12:26,16,0,0,0,0,0
2014,1330,N601WN,HOU,10:15,10:14,50,48,-1,10:25,11,0,0,0,0,0
2014,1338,N233LV,SJC,6:30,6:29,235,253,-1,6:40,11,0,0,17,0,0
2014,1514,N208WN,DAL,17:20,17:17,55,52,-3,17:28,11,0,0,0,0,0
2014,1793,N556WN,LBB,13:25,13:20,75,83,-5,13:40,20,0,0,0,0,0
2014,1796,N750SA,FLL,15:00,15:38,155,191,38,16:02,24,0,0,74,0,0
2014,1815,N451WN,DEN,15:20,15:27,135,127,7,15:37,10,0,0,0,0,0
2014,1984,N511SW,DAL,10:50,10:51,55,55,1,11:03,12,0,0,0,0,0
2014,1987,N414WN,LAS,19:50,19:50,185,184,0,19:58,8,0,0,0,0,0
2014,2019,N8306H,MCO,16:00,15:57,140,138,-3,16:06,9,0,0,0,0,0
2014,2166,N527SW,ELP,12:40,12:45,100,93,5,12:57,12,0,0,0,0,0
2014,2583,N226WN,BWI,11:10,11:39,175,176,29,11:49,10,18,0,1,0,11
2014,3148,N916WN,MDW,17:55,18:10,150,154,15,18:21,11,13,0,4,0,2
2014,3221,N468WN,DAL,19:00,19:00,55,54,0,19:11,11,0,0,0,0,0
2014,3504,N403WN,LAS,14:10,14:09,180,186,-1,14:21,12,0,0,0,0,0
2014,3650,N524SW,HRL,17:55,18:09,60,55,14,18:20,11,0,0,0,0,0
2014,3922,N653SW,DAL,16:15,16:14,60,54,-1,16:23,9,0,0,0,0,0
2014,4280,N362SW,DAL,9:35,9:39,55,57,4,9:52,13,0,0,0,0,0
2014,4452,N520SW,DAL,6:00,5:56,55,54,-4,6:06,10,0,0,0,0,0
2014,4645,N521SW,ELP,17:00,16:59,105,94,-1,17:11,12,0,0,0,0,0
2014,4678,N957WN,ATL,18:15,18:13,125,135,-2,18:24,11,0,0,0,0,0
2014,4897,N957WN,ATL,6:50,6:50,125,131,0,7:03,13,0,0,0,0,0
2014,40,N936WN,SJC,19:00,19:04,240,236,4,19:22,18,0,0,0,0,0
2014,108,N509SW,DAL,20:00,19:55,55,52,-5,20:03,8,0,0,0,0,0
2014,144,N8617E,SAN,20:50,20:52,205,178,2,21:00,8,0,0,0,0,0
2014,146,N363SW,MSY,12:30,12:28,80,74,-2,12:39,11,0,0,0,0,0
2014,224,N8617E,DCA,12:30,12:24,175,183,-6,12:34,10,0,0,0,0,0
2014,263,N378SW,EWR,10:45,10:45,210,216,0,11:00,15,0,0,0,0,0
2014,293,N225WN,LAS,7:35,7:34,185,181,-1,7:44,10,0,0,0,0,0
2014,387,N375SW,BWI,16:15,16:29,180,182,14,16:39,10,4,0,2,0,10
2014,480,N726SW,DAL,12:00,12:01,55,49,1,12:07,6,0,0,0,0,0
2014,511,N7720F,PHX,18:25,18:52,160,147,27,19:00,8,0,0,0,0,0
2014,549,N274WN,DAL,13:30,13:26,55,54,-4,13:36,10,0,0,0,0,0
2014,592,N420WN,LAX,7:20,7:19,205,204,-1,7:29,10,0,0,0,0,0
2014,603,N723SW,TPA,18:15,18:18,135,121,3,18:26,8,0,0,0,0,0
2014,607,N382SW,SAN,11:10,11:28,190,188,18,11:37,9,4,0,0,0,12
2014,622,N642WN,DEN,7:25,7:26,135,126,1,7:35,9,0,0,0,0,0
2014,647,N349SW,PHX,12:25,12:23,155,151,-2,12:32,9,0,0,0,0,0
2014,670,N475WN,HOU,16:10,17:16,50,51,66,17:31,15,3,0,1,0,63
2014,680,N652SW,LAX,19:50,20:06,205,197,16,20:17,11,0,0,0,0,0
2014,681,N440LV,DAL,8:45,9:01,60,54,16,9:08,7,0,0,0,0,0
2014,694,N660SW,PHX,6:35,6:33,160,151,-2,6:45,12,0,0,0,0,0
2014,713,N494WN,PHX,13:55,13:58,160,148,3,14:07,9,0,0,0,0,0
2014,718,N214WN,HOU,6:10,6:10,50,44,0,6:18,8,0,0,0,0,0
2014,791,N799SW,OAK,12:30,12:28,235,228,-2,12:36,8,0,0,0,0,0
2014,816,N431WN,HOU,19:05,19:06,50,50,1,19:15,9,0,0,0,0,0
2014,818,N736SA,DAL,14:45,14:43,60,53,-2,14:52,9,0,0,0,0,0
2014,893,N944WN,MDW,6:00,5:59,155,145,-1,6:09,10,0,0,0,0,0
2014,904,N466WN,DEN,19:00,19:21,135,126,21,19:29,8,0,0,0,0,0
2014,920,N901WN,BNA,16:05,16:05,115,114,0,16:14,9,0,0,0,0,0
2014,1017,N400WN,DAL,7:05,7:03,55,57,-2,7:11,8,0,0,0,0,0
2014,1075,N766SW,BNA,12:10,12:37,110,110,27,12:47,10,16,0,0,0,11
2014,1330,N520SW,HOU,10:15,10:14,50,47,-1,10:25,11,0,0,0,0,0
2014,1338,N912WN,SJC,6:30,6:29,235,224,-1,6:39,10,0,0,0,0,0
2014,1514,N762SW,DAL,17:20,17:18,55,61,-2,17:35,17,0,0,0,0,0
2014,1793,N294WN,LBB,13:25,13:25,75,70,0,13:36,11,0,0,0,0,0
2014,1796,N229WN,FLL,15:00,15:07,155,147,7,15:15,8,0,0,0,0,0
2014,1815,N608SW,DEN,15:20,15:20,135,121,0,15:27,7,0,0,0,0,0
2014,1984,N508SW,DAL,10:50,10:44,55,55,-6,10:57,13,0,0,0,0,0
2014,1987,N455WN,LAS,19:50,19:51,185,177,1,20:05,14,0,0,0,0,0
2014,2019,N8603F,MCO,16:00,15:54,140,137,-6,16:04,10,0,0,0,0,0
2014,2166,N511SW,ELP,12:40,12:51,100,100,11,13:03,12,0,0,0,0,0
2014,2583,N925WN,BWI,11:10,11:10,175,191,0,11:25,15,0,0,16,0,0
2014,3148,N747SA,MDW,17:55,17:56,150,145,1,18:10,14,0,0,0,0,0
2014,3221,N611SW,DAL,19:00,18:59,55,53,-1,19:10,11,0,0,0,0,0
2014,3504,N796SW,LAS,14:10,14:03,180,181,-7,14:12,9,0,0,0,0,0
2014,3650,N515SW,HRL,17:55,18:00,60,58,5,18:12,12,0,0,0,0,0
2014,3922,N906WN,DAL,16:15,16:15,60,58,0,16:28,13,0,0,0,0,0
2014,4280,N630WN,DAL,9:35,9:41,55,60,6,9:53,12,0,0,0,0,0
2014,4452,N522SW,DAL,6:00,5:56,55,51,-4,6:05,9,0,0,0,0,0
2014,4645,N361SW,ELP,17:00,17:45,105,93,45,17:53,8,4,0,0,0,29
2014,4678,N201LV,ATL,18:15,18:25,125,143,10,18:32,7,0,0,18,0,10
2014,4897,N201LV,ATL,6:50,6:48,125,148,-2,7:08,20,0,0,21,0,0
2014,44,N266WN,EWR,10:40,10:40,205,196,0,10:53,13,0,0,0,0,0
2014,108,N7704B,BWI,8:30,8:29,185,170,-1,8:39,10,0,0,0,0,0
2014,169,N403WN,MCO,7:10,7:05,150,132,-5,7:13,8,0,0,0,0,0
2014,184,N355SW,SJC,15:20,15:46,230,226,26,15:55,9,8,0,0,0,14
2014,234,N489WN,MDW,16:30,17:59,150,133,89,18:09,10,14,0,0,0,58
2014,253,N264LV,BNA,15:15,15:39,115,109,24,15:49,10,12,0,0,0,6
2014,268,N432WN,MCO,16:25,16:25,150,136,0,16:35,10,0,0,0,0,0
2014,293,N395SW,TPA,6:55,6:53,135,121,-2,7:01,8,0,0,0,0,0
2014,334,N395SW,PHX,18:15,18:19,150,147,4,18:36,17,0,0,0,0,0
2014,390,N7726A,DAL,11:45,12:14,55,48,29,12:22,8,4,0,0,0,18
2014,457,N654SW,DAL,12:50,12:50,55,56,0,13:01,11,0,0,0,0,0
2014,460,N408WN,HRL,13:40,14:03,60,65,23,14:16,13,7,0,5,0,16
2014,468,N657SW,OAK,14:50,15:12,240,225,22,15:24,12,0,0,0,0,0
2014,471,N370SW,DEN,8:05,8:05,135,128,0,8:17,12,0,0,0,0,0
2014,580,N379SW,LAX,8:20,8:31,205,195,11,8:42,11,0,0,0,0,0
2014,664,N511SW,ELP,14:35,14:30,95,94,-5,14:39,9,0,0,0,0,0
2014,710,N658SW,DAL,16:10,16:05,55,57,-5,16:20,15,0,0,0,0,0
2014,732,N932WN,FLL,12:35,12:51,155,146,16,13:03,12,0,0,0,0,0
2014,984,N8617E,SAN,20:55,21:29,185,162,34,21:38,9,0,0,0,0,0
2014,1053,N8617E,DCA,12:45,12:40,175,160,-5,12:50,10,0,0,0,0,0
2014,1069,N525SW,HOU,12:05,11:58,50,49,-7,12:12,14,0,0,0,0,0
2014,1157,N416WN,LAS,19:15,19:20,180,172,5,19:32,12,0,0,0,0,0
2014,1244,N508SW,DAL,8:10,8:06,55,56,-4,8:17,11,0,0,0,0,0
2014,1517,N258WN,ELP,8:25,8:26,95,90,1,8:36,10,0,0,0,0,0
2014,1690,N604SW,BWI,14:50,15:14,185,188,24,15:33,19,5,0,3,0,19
2014,1861,N233LV,HOU,9:10,9:08,50,61,-2,9:20,12,0,0,0,0,0
2014,2035,N933WN,LAX,17:30,19:19,200,194,109,19:35,16,69,0,0,0,34
2014,2081,N7715E,ATL,16:55,16:55,125,115,0,17:06,11,0,0,0,0,0
2014,2466,N765SW,LAS,8:45,8:54,180,172,9,9:06,12,0,0,0,0,0
2014,2555,N415WN,MDW,6:10,6:03,150,140,-7,6:16,13,0,0,0,0,0
2014,2851,N346SW,PHX,10:45,10:43,150,150,-2,10:53,10,0,0,0,0,0
2014,2909,N457WN,DEN,19:00,20:40,135,121,100,20:52,12,78,0,0,0,8
2014,2958,N520SW,LBB,15:00,15:08,70,72,8,15:22,14,0,0,0,0,0
2014,3097,N486WN,DAL,14:45,14:46,55,52,1,14:57,11,0,0,0,0,0
2014,3360,N515SW,MSY,11:25,11:26,80,72,1,11:38,12,0,0,0,0,0
2014,3399,N750SA,LAS,16:50,16:57,180,183,7,17:13,16,0,0,0,0,0
2014,3904,N218WN,DAL,20:30,20:54,55,50,24,21:05,11,4,0,0,0,15
2014,16,N644SW,PHX,12:50,12:54,150,133,4,13:04,10,0,0,0,0,0
2014,33,N727SW,DAL,13:05,13:03,55,51,-2,13:13,10,0,0,0,0,0
2014,46,N399WN,SJC,20:10,20:22,230,208,12,20:33,11,0,0,0,0,0
2014,131,N299WN,MDW,11:50,11:51,145,150,1,12:04,13,0,0,0,0,0
2014,184,N687SW,LBB,18:55,19:22,70,67,27,19:34,12,0,0,0,0,24
2014,221,N8319F,LAX,17:25,17:46,200,173,21,17:56,10,0,0,0,0,0
2014,269,N510SW,HRL,17:55,17:51,60,74,-4,17:57,6,0,0,0,0,0
2014,286,N768SW,MCO,17:55,18:21,150,137,26,18:31,10,0,0,0,0,0
2014,290,N647SW,HOU,16:25,16:49,50,76,24,17:23,34,6,0,26,0,18
2014,308,N370SW,DAL,19:35,20:02,55,51,27,20:09,7,7,0,0,0,16
2014,317,N796SW,ATL,8:30,8:27,130,120,-3,8:39,12,0,0,0,0,0
2014,335,N660SW,DEN,9:20,9:20,135,141,0,9:31,11,0,0,0,0,0
2014,347,N234WN,DEN,17:05,17:14,135,124,9,17:24,10,0,0,0,0,0
2014,371,N397SW,PHX,19:10,19:47,155,136,37,20:00,13,7,0,0,0,11
2014,398,N691WN,MCO,11:30,11:40,150,145,10,11:55,15,0,0,0,0,0
2014,483,N8600F,LAS,14:25,14:23,180,160,-2,14:34,11,0,0,0,0,0
2014,493,N8617E,DCA,13:00,13:00,175,166,0,13:11,11,0,0,0,0,0
2014,540,N286WN,FLL,12:35,12:44,155,139,9,12:52,8,0,0,0,0,0
2014,582,N8617E,SAN,21:10,21:07,185,163,-3,21:19,12,0,0,0,0,0
2014,604,N359SW,LAS,20:15,20:29,180,163,14,20:45,16,0,0,0,0,0
2014,610,N726SW,DAL,16:50,17:04,55,51,14,17:14,10,0,0,0,0,0
2014,780,N694SW,DAL,11:40,11:50,55,49,10,12:02,12,0,0,0,0,0
2014,970,N405WN,DAL,17:40,17:38,55,65,-2,17:48,10,0,0,0,0,0
2014,1015,N476WN,MSY,12:20,12:25,80,75,5,12:38,13,0,0,0,0,0
2014,1017,N528SW,DAL,20:20,20:16,55,46,-4,20:24,8,0,0,0,0,0
2014,1107,N218WN,EWR,11:00,10:59,205,194,-1,11:09,10,0,0,0,0,0
2014,1112,N389SW,TPA,15:40,16:30,135,133,50,16:39,9,1,0,0,0,47
2014,1162,N663SW,DAL,8:15,8:57,55,45,42,9:05,8,32,0,0,0,0
2014,1163,N511SW,HOU,10:00,10:00,65,47,0,10:13,13,0,0,0,0,0
2014,1185,N520SW,ELP,16:45,16:49,95,88,4,16:58,9,0,0,0,0,0
2014,1204,N7741C,PHX,7:25,7:28,150,140,3,7:39,11,0,0,0,0,0
2014,1280,N228WN,HOU,12:50,13:35,45,48,45,13:45,10,14,0,3,0,31
2014,1283,N253WN,SJC,9:25,9:33,230,212,8,9:43,10,0,0,0,0,0
2014,1321,N292WN,HOU,8:10,8:10,50,47,0,8:20,10,0,0,0,0,0
2014,1578,N528SW,ELP,7:00,6:57,95,90,-3,7:07,10,0,0,0,0,0
2014,1601,N606SW,LAX,9:20,10:40,205,181,80,10:49,9,56,0,0,0,0
2014,1763,N655WN,SAN,11:20,11:31,190,167,11,11:41,10,0,0,0,0,0
2014,1775,N361SW,PHX,18:05,18:11,150,136,6,18:24,13,0,0,0,0,0
2014,1779,N771SA,DAL,15:15,15:27,55,52,12,15:37,10,0,0,0,0,0
2014,1831,N435WN,BNA,7:35,7:34,115,109,-1,7:44,10,0,0,0,0,0
2014,1910,N782SA,BNA,19:15,19:30,115,107,15,19:38,8,0,0,0,0,0
2014,1982,N249WN,OAK,17:10,17:18,235,215,8,17:26,8,0,0,0,0,0
2014,2318,N241WN,BWI,6:00,6:01,185,167,1,6:12,11,0,0,0,0,0
2014,3061,N725SW,BWI,16:15,16:43,185,167,28,16:51,8,0,0,0,0,0
2014,3217,N515SW,DAL,10:35,12:15,60,55,100,12:32,17,95,0,0,0,0
2014,3341,N523SW,ELP,12:50,13:21,95,90,31,13:30,9,0,0,0,0,26
2014,3412,N553WN,ATL,14:35,14:38,130,111,3,14:46,8,0,0,0,0,0
2014,3569,N378SW,DEN,13:45,14:00,140,122,15,14:08,8,0,0,0,0,0
2014,3919,N7735A,LAS,9:50,9:58,175,157,8,10:09,11,0,0,0,0,0
2014,4091,N295WN,DAL,9:25,9:25,55,49,0,9:33,8,0,0,0,0,0
2014,4397,N8325D,MDW,14:15,14:26,150,150,11,14:39,13,0,0,0,0,0
2014,7,N796SW,DAL,7:05,7:03,60,61,-2,7:16,13,0,0,0,0,0
2014,16,N602SW,PHX,12:50,12:50,150,134,0,13:01,11,0,0,0,0,0
2014,33,N412WN,DAL,13:05,13:01,55,51,-4,13:09,8,0,0,0,0,0
2014,46,N644SW,SJC,20:10,20:19,230,221,9,20:29,10,0,0,0,0,0
2014,131,N498WN,MDW,11:50,11:59,145,156,9,12:14,15,9,0,11,0,0
2014,184,N357SW,LBB,18:55,18:52,70,63,-3,19:00,8,0,0,0,0,0
2014,221,N8603F,LAX,17:25,17:25,200,183,0,17:35,10,0,0,0,0,0
2014,269,N515SW,HRL,17:55,17:54,60,62,-1,18:01,7,0,0,0,0,0
2014,270,N647SW,DAL,9:40,9:38,55,52,-2,9:46,8,0,0,0,0,0
2014,280,N451WN,HOU,12:55,14:01,45,46,66,14:12,11,6,0,1,0,60
2014,286,N227WN,MCO,17:55,17:55,150,134,0,18:04,9,0,0,0,0,0
2014,290,N912WN,HOU,16:25,16:32,50,51,7,16:46,14,0,0,0,0,0
2014,304,N509SW,ELP,16:45,16:43,95,84,-2,16:53,10,0,0,0,0,0
2014,308,N920WN,DAL,19:35,19:51,55,49,16,19:58,7,0,0,0,0,0
2014,314,N782SA,PHX,7:25,7:23,150,143,-2,7:31,8,0,0,0,0,0
2014,317,N798SW,ATL,8:30,8:26,130,120,-4,8:37,11,0,0,0,0,0
2014,335,N685SW,DEN,9:20,9:25,135,127,5,9:35,10,0,0,0,0,0
2014,347,N7726A,DEN,17:05,17:13,135,121,8,17:23,10,0,0,0,0,0
2014,371,N759GS,PHX,19:10,20:22,155,143,72,20:34,12,4,0,0,0,56
2014,394,N8623F,MDW,14:15,14:13,150,150,-2,14:22,9,0,0,0,0,0
2014,398,N691WN,MCO,11:30,11:32,150,136,2,11:39,7,0,0,0,0,0
2014,450,N261WN,HOU,6:15,6:14,50,43,-1,6:21,7,0,0,0,0,0
2014,483,N8602F,LAS,14:25,14:21,180,162,-4,14:29,8,0,0,0,0,0
2014,493,N8306H,DCA,13:00,12:59,175,171,-1,13:08,9,0,0,0,0,0
2014,540,N956WN,FLL,12:35,12:30,155,136,-5,12:37,7,0,0,0,0,0
2014,582,N8306H,SAN,21:10,21:06,185,174,-4,21:18,12,0,0,0,0,0
2014,604,N268WN,LAS,20:15,20:17,180,174,2,20:31,14,0,0,0,0,0
2014,610,N7715E,DAL,16:50,16:47,55,55,-3,16:57,10,0,0,0,0,0
