Year,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes)
2014,613,N600WN,SAN,11:05,11:06,190,166,1,11:16,10,0,0,0,0,0
2014,622,N645SW,LAX,7:20,7:16,205,181,-4,7:25,9,0,0,0,0,0
2014,899,N663SW,PHX,17:55,18:00,150,137,5,18:09,9,0,0,0,0,0
2014,970,N450WN,DAL,17:40,17:50,55,51,10,17:59,9,0,0,0,0,0
2014,1015,N499WN,MSY,12:20,12:36,80,71,16,12:45,9,0,0,0,0,0
2014,1017,N521SW,DAL,20:20,20:14,55,56,-6,20:26,12,0,0,0,0,0
2014,1112,N642WN,TPA,15:40,15:38,135,125,-2,15:48,10,0,0,0,0,0
2014,1162,N426WN,DAL,8:15,8:13,55,59,-2,8:22,9,0,0,0,0,0
2014,1163,N514SW,HOU,10:00,10:02,65,45,2,10:12,10,0,0,0,0,0
2014,1283,N725SW,SJC,9:25,9:24,230,213,-1,9:32,8,0,0,0,0,0
2014,1910,N464WN,BNA,19:15,19:59,115,103,44,20:06,7,32,0,0,0,0
2014,1982,N254WN,OAK,17:10,17:15,235,234,5,17:25,10,0,0,0,0,0
2014,2233,N278WN,EWR,11:00,11:05,205,204,5,11:15,10,0,0,0,0,0
2014,2318,N687SW,BWI,6:00,5:58,185,181,-2,6:08,10,0,0,0,0,0
2014,2763,N792SW,DAL,6:00,5:57,60,55,-3,6:05,8,0,0,0,0,0
2014,2786,N790SW,DAL,15:15,15:22,55,56,7,15:35,13,0,0,0,0,0
2014,3061,N962WN,BWI,16:15,16:28,185,172,13,16:38,10,0,0,0,0,0
2014,3208,N266WN,BNA,6:00,5:57,115,110,-3,6:06,9,0,0,0,0,0
2014,3217,N767SW,DAL,10:35,10:33,60,60,-2,10:45,12,0,0,0,0,0
2014,3319,N424WN,DAL,11:40,11:40,55,55,0,11:50,10,0,0,0,0,0
2014,3341,N520SW,ELP,12:50,13:10,95,86,20,13:21,11,0,0,0,0,0
2014,3412,N969WN,ATL,14:35,14:44,130,119,9,14:53,9,0,0,0,0,0
2014,3564,N610WN,ELP,8:00,7:57,95,86,-3,8:09,12,0,0,0,0,0
2014,3569,N230WN,DEN,13:45,15:05,140,118,80,15:13,8,15,0,0,0,43
2014,3919,N7746C,LAS,9:50,9:46,175,170,-4,10:02,16,0,0,0,0,0
2014,3920,N207WN,MDW,6:10,6:03,150,156,-7,6:16,13,0,0,0,0,0
